所属产品,所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段,关键词
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC132 Cygni-电池参数-并网放电深度最大值,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""onGridDischargeDod"": ""100"",
  ""offGridDischargeDod"": ""20"",
  ""batteryChargeLimit"": ""70"",
  ""batteryOffGridChargeLimit"": ""70""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC132,设备参数配置/电池参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC133 Cygni-电池参数-并网放电深度越界,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""onGridDischargeDod"": ""101"",
  ""offGridDischargeDod"": ""20"",
  ""batteryChargeLimit"": ""70"",
  ""batteryOffGridChargeLimit"": ""70""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC133,设备参数配置/电池参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC134 Cygni-电池参数-充电限值越界,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""onGridDischargeDod"": ""20"",
  ""offGridDischargeDod"": ""20"",
  ""batteryChargeLimit"": ""101"",
  ""batteryOffGridChargeLimit"": ""70""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC134,设备参数配置/电池参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC135 Cygni-峰值控制-triggerSoc越界,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""peakControlEnable"": ""0"",
  ""triggerSoc"": ""101"",
  ""timeRange"": ""17:00-22:00"",
  ""peakControlPower"": ""2000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC135,设备参数配置/峰值控制设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC136 Cygni-峰值控制-peakControlPower越界,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""peakControlEnable"": ""0"",
  ""triggerSoc"": ""20"",
  ""timeRange"": ""17:00-22:00"",
  ""peakControlPower"": ""65536""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC136,设备参数配置/峰值控制设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC137 Cygni-峰值控制-peakControlEnable非法,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""peakControlEnable"": ""2"",
  ""triggerSoc"": ""20"",
  ""timeRange"": ""17:00-22:00"",
  ""peakControlPower"": ""2000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC137,设备参数配置/峰值控制设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC138 Cygni-工作模式-workMode非法,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""99"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""startTime"": ""07:00"",
      ""endTime"": ""17:00"",
      ""power"": ""2000"",
      ""mode"": ""1"",
      ""week"": ""0,1,2,3,4"",
      ""dodState"": ""1"",
      ""dod"": ""30"",
      ""socMaxChargeState"": ""1"",
      ""batterySocMaxCharge"": ""90""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC138,设备参数配置/工作模式设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC139 Cygni-工作模式-缺workGroups,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workMode"": ""3""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC139,设备参数配置/工作模式设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC140 Cygni-负载控制-loadSwitch非法,已获取访问凭证,"1. 调用 POST /v2/SetLoadControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""loadSwitch"": ""2""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC140,设备参数配置/负载控制设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC141 Cygni-高级参数-powerLevelSetting越界,已获取访问凭证,"1. 调用 POST /v2/SetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""powerLevelSetting"": ""65536""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC141,设备参数配置/高级参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC142 Cygni-高级参数-isoSetting越界,已获取访问凭证,"1. 调用 POST /v2/SetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""isoSetting"": ""9""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC142,设备参数配置/高级参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC143 Cygni-安规国家-safetyCountry越界,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""safetyCountry"": ""999""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC143,设备参数配置/安规国家设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/安规国家设置,TC144 Cygni-安规国家-缺safetyCountry,已获取访问凭证,"1. 调用 POST /v2/SetBaseSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC144,设备参数配置/安规国家设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC145 Cygni-发电机-工作模式非法,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""generatorWorkMode"": ""9""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC145,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC146 Cygni-发电机-启动SOC越界,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""autoModeStartSoc"": ""101""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC146,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC147 Cygni-发电机-停止SOC越界,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""autoModeStopSoc"": ""101""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC147,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC148 Cygni-发电机-工作模式=定时,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""generatorWorkMode"": ""0"",
  ""timingModeSwitch"": ""1"",
  ""timingModeTimeRange"": ""08:00-12:00"",
  ""autoModeStartSoc"": ""30"",
  ""autoModeStopSoc"": ""80""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC148,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC149 Cygni-发电机-工作模式=自动,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""generatorWorkMode"": ""1"",
  ""autoModeStartSoc"": ""30"",
  ""autoModeStopSoc"": ""80"",
  ""chargeSettingSwitch"": ""1"",
  ""batteryStartChargeSoc"": ""25"",
  ""batteryStopChargeSoc"": ""90""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC149,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC150 Cygni-发电机-工作模式=手动,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""generatorWorkMode"": ""2""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC150,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC151 Cygni-发电机-工作模式=关闭,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""generatorWorkMode"": ""3""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC151,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC152 Cygni-发电机-定时开关=关,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""generatorWorkMode"": ""0"",
  ""timingModeSwitch"": ""0""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC152,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC153 Cygni-发电机-定时开关=开,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""generatorWorkMode"": ""0"",
  ""timingModeSwitch"": ""1"",
  ""timingModeTimeRange"": ""08:00-12:00""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC153,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC154 Cygni-发电机-充电设置开关=关,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""generatorWorkMode"": ""1"",
  ""autoModeStartSoc"": ""30"",
  ""autoModeStopSoc"": ""80"",
  ""chargeSettingSwitch"": ""0""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC154,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC155 Cygni-发电机-充电设置开关=开,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""generatorWorkMode"": ""1"",
  ""autoModeStartSoc"": ""30"",
  ""autoModeStopSoc"": ""80"",
  ""chargeSettingSwitch"": ""1"",
  ""batteryStartChargeSoc"": ""25"",
  ""batteryStopChargeSoc"": ""90""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC155,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/发电机控制,TC156 Cygni-发电机控制下发-缺generatorWorkMode,已获取访问凭证,"1. 调用 POST /v2/SetGeneratorControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC156,设备参数配置/发电机控制,Cygni"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC157 Cygni-电池参数下发-缺onGridDischargeDod,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""offGridDischargeDod"": ""20"",
  ""batteryChargeLimit"": ""70""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC157,设备参数配置/电池参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/峰值控制设置,TC158 Cygni-峰值控制下发-缺peakControlEnable,已获取访问凭证,"1. 调用 POST /v2/SetPeakControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""triggerSoc"": ""20"",
  ""timeRange"": ""17:00-22:00"",
  ""peakControlPower"": ""2000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC158,设备参数配置/峰值控制设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/负载控制设置,TC159 Cygni-负载控制下发-缺loadSwitch,已获取访问凭证,"1. 调用 POST /v2/SetLoadControlSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""forceCloseTime"": ""07:00-17:00"",
  ""relayCloseSoc"": ""70""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC159,设备参数配置/负载控制设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/高级参数设置,TC160 Cygni-高级参数下发-缺powerLevelSetting,已获取访问凭证,"1. 调用 POST /v2/SetAdvancedSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC160,设备参数配置/高级参数设置,Cygni"
Dyness API,Dyness Open API/设备参数配置/工作模式设置,TC161 Cygni-工作模式下发-缺workMode,已获取访问凭证,"1. 调用 POST /v2/SetWorkModeSetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""workGroups"": [
    {
      ""batteryWorkGroup"": 1,
      ""state"": ""1"",
      ""startTime"": ""07:00"",
      ""endTime"": ""17:00"",
      ""power"": ""2000"",
      ""mode"": ""1"",
      ""week"": ""0,1,2,3,4"",
      ""dodState"": ""1"",
      ""dod"": ""30"",
      ""socMaxChargeState"": ""1"",
      ""batterySocMaxCharge"": ""90""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC161,设备参数配置/工作模式设置,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC171 Cygni-设备信息-deviceSn含特殊字符,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""@#$%^&*()""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC171,电站中心/设备管理,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC172 Cygni-设备信息-deviceSn超长字符串,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC172,电站中心/设备管理,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC173 Cygni-设备信息-deviceSn含空格,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""SN 001 TEST""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC173,电站中心/设备管理,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC174 Cygni-设备信息-deviceSn纯数字,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""12345678901234567890""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC174,电站中心/设备管理,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC175 Cygni-设备信息-deviceSn为null字符串,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""null""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC175,电站中心/设备管理,Cygni"
Dyness API,Dyness Open API/电站中心/设备管理,TC001 高压电池-设备信息查询,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC001,电站中心/设备管理,高压电池"
Dyness API,Dyness Open API/电站中心/数据查询,TC002 高压电池-实时运行数据,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC002,电站中心/数据查询,高压电池"
Dyness API,Dyness Open API/电站中心/告警管理,TC003 高压电池-故障信息查询,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pageNum"": 1,
  ""pageSize"": 200
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",1,接口测试,冒烟测试,"TC003,电站中心/告警管理,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC004 高压电池-电池加热查询,已获取访问凭证,"1. 调用 POST /v2/GetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}""
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC004,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC005 高压电池-电池加热下发,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC005,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/电站中心/设备管理,TC101 高压电池-设备信息-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC101,电站中心/设备管理,高压电池"
Dyness API,Dyness Open API/电站中心/设备管理,TC102 高压电池-设备信息-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC102,电站中心/设备管理,高压电池"
Dyness API,Dyness Open API/电站中心/设备管理,TC103 高压电池-设备信息-缺deviceSn,已获取访问凭证,"1. 调用 POST /v2/GetDeviceInfBySN
2. 请求体：(空)","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC103,电站中心/设备管理,高压电池"
Dyness API,Dyness Open API/电站中心/数据查询,TC104 高压电池-实时数据-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC104,电站中心/数据查询,高压电池"
Dyness API,Dyness Open API/电站中心/数据查询,TC105 高压电池-实时数据-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetRealTimeDataBySN
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC105,电站中心/数据查询,高压电池"
Dyness API,Dyness Open API/电站中心/告警管理,TC106 高压电池-故障信息-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC106,电站中心/告警管理,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC107 高压电池-电池加热查询-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/GetBatterySetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC107,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC108 高压电池-电池加热查询-deviceSn为空,已获取访问凭证,"1. 调用 POST /v2/GetBatterySetting
2. 请求体：{
  ""deviceSn"": """"
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC108,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC109 高压电池-电池加热下发-deviceSn不存在,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""NOT_EXIST_SN_000"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC109,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC110 高压电池-电池加热下发-缺deviceSn,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC110,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/电站中心/告警管理,TC121 高压电池-故障信息-pageSize越界,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pageNum"": 1,
  ""pageSize"": 201
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC121,电站中心/告警管理,高压电池"
Dyness API,Dyness Open API/电站中心/告警管理,TC122 高压电池-故障信息-pageSize为0,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pageNum"": 1,
  ""pageSize"": 0
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC122,电站中心/告警管理,高压电池"
Dyness API,Dyness Open API/电站中心/告警管理,TC123 高压电池-故障信息-pageSize非数字,已获取访问凭证,"1. 调用 POST /v2/GetAlarmInfBySN
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""pageNum"": 1,
  ""pageSize"": ""abc""
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC123,电站中心/告警管理,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC131 高压电池-加热开关=关,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""0"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC131,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC132 高压电池-加热开关=开,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC132,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC133 高压电池-加热开关非法,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""2"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC133,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC134 高压电池-温度下限最小值,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""10"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC134,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC135 高压电池-温度下限最大值,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""15"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 200",2,接口测试,功能测试,"TC135,设备参数配置/电池参数设置,高压电池"
Dyness API,Dyness Open API/设备参数配置/电池参数设置,TC136 高压电池-温度下限越界小,已获取访问凭证,"1. 调用 POST /v2/SetBatterySetting
2. 请求体：{
  ""deviceSn"": ""{{deviceSn}}"",
  ""heatingPeriodList"": [
    {
      ""status"": ""1"",
      ""startTime"": ""08:30"",
      ""endTime"": ""10:30"",
      ""tempMin"": ""9"",
      ""tempMax"": ""20"",
      ""weekInfo"": ""0,1,2,3,4""
    }
  ]
}","1. HTTP 状态码 = 200
2. 业务码 code = 500（参数错误）",2,接口测试,功能测试,"TC136,设备参数配置/电池参数设置,高压电池"
